tag,output,loss,threshold,accuracy(%)
1,1,0.99757755,1.0569524727761745,86.36363636363636
1,1,1.0044303,1.0569524727761745,86.36363636363636
1,1,1.0055735,1.0569524727761745,86.36363636363636
1,1,0.996246,1.0569524727761745,86.36363636363636
1,1,0.9937048,1.0569524727761745,86.36363636363636
1,1,1.0019608,1.0569524727761745,86.36363636363636
1,1,0.95541626,1.0569524727761745,86.36363636363636
1,1,0.9961994,1.0569524727761745,86.36363636363636
1,1,0.9940772,1.0569524727761745,86.36363636363636
1,1,0.99496335,1.0569524727761745,86.36363636363636
1,1,0.9872503,1.0569524727761745,86.36363636363636
1,1,1.0089853,1.0569524727761745,86.36363636363636
1,1,1.0033569,1.0569524727761745,86.36363636363636
1,1,0.9902173,1.0569524727761745,86.36363636363636
1,1,1.0039511,1.0569524727761745,86.36363636363636
1,1,0.9854504,1.0569524727761745,86.36363636363636
1,1,1.0093496,1.0569524727761745,86.36363636363636
1,1,0.97416914,1.0569524727761745,86.36363636363636
1,1,0.9854727,1.0569524727761745,86.36363636363636
1,1,1.0051051,1.0569524727761745,86.36363636363636
1,1,0.9716928,1.0569524727761745,86.36363636363636
1,1,1.0022229,1.0569524727761745,86.36363636363636
1,1,1.0034769,1.0569524727761745,86.36363636363636
1,1,1.007933,1.0569524727761745,86.36363636363636
1,1,1.0087957,1.0569524727761745,86.36363636363636
1,1,0.9979137,1.0569524727761745,86.36363636363636
1,1,0.9961541,1.0569524727761745,86.36363636363636
1,1,1.0020561,1.0569524727761745,86.36363636363636
1,1,1.0083115,1.0569524727761745,86.36363636363636
1,1,1.0022044,1.0569524727761745,86.36363636363636
1,1,1.0063618,1.0569524727761745,86.36363636363636
1,1,0.9963078,1.0569524727761745,86.36363636363636
1,1,1.00215,1.0569524727761745,86.36363636363636
1,1,1.0089186,1.0569524727761745,86.36363636363636
1,1,0.99626184,1.0569524727761745,86.36363636363636
1,1,0.97285974,1.0569524727761745,86.36363636363636
1,1,0.985348,1.0569524727761745,86.36363636363636
1,1,0.9890125,1.0569524727761745,86.36363636363636
1,1,0.993756,1.0569524727761745,86.36363636363636
1,1,0.9955148,1.0569524727761745,86.36363636363636
1,1,1.0031108,1.0569524727761745,86.36363636363636
1,1,0.99446166,1.0569524727761745,86.36363636363636
3,1,0.99937326,1.0569524727761745,86.36363636363636
3,1,1.002098,1.0569524727761745,86.36363636363636
3,1,1.0077728,1.0569524727761745,86.36363636363636
3,1,1.0054002,1.0569524727761745,86.36363636363636
3,1,1.0027498,1.0569524727761745,86.36363636363636
3,1,0.9942837,1.0569524727761745,86.36363636363636
3,1,1.0128225,1.0569524727761745,86.36363636363636
3,1,1.0003084,1.0569524727761745,86.36363636363636
3,1,0.9981146,1.0569524727761745,86.36363636363636
1,1,1.0053159,1.0569524727761745,86.36363636363636
1,1,0.99403226,1.0569524727761745,86.36363636363636
1,1,0.99703735,1.0569524727761745,86.36363636363636
1,1,1.0083859,1.0569524727761745,86.36363636363636
1,1,0.9988364,1.0569524727761745,86.36363636363636
1,1,0.96584195,1.0569524727761745,86.36363636363636
1,1,0.9756711,1.0569524727761745,86.36363636363636
1,1,1.0067744,1.0569524727761745,86.36363636363636
1,1,1.0133766,1.0569524727761745,86.36363636363636
1,1,0.9994141,1.0569524727761745,86.36363636363636
1,1,0.99877506,1.0569524727761745,86.36363636363636
1,1,0.99928033,1.0569524727761745,86.36363636363636
1,1,0.9972474,1.0569524727761745,86.36363636363636
3,1,0.9964025,1.0569524727761745,86.36363636363636
3,1,0.99482447,1.0569524727761745,86.36363636363636
3,1,1.0027596,1.0569524727761745,86.36363636363636
3,1,1.0001156,1.0569524727761745,86.36363636363636
3,1,1.0022844,1.0569524727761745,86.36363636363636
3,1,0.981382,1.0569524727761745,86.36363636363636
3,1,1.0025159,1.0569524727761745,86.36363636363636
3,1,0.99310035,1.0569524727761745,86.36363636363636
3,1,0.99945736,1.0569524727761745,86.36363636363636
1,1,0.9742338,1.0569524727761745,86.36363636363636
1,1,0.9497649,1.0569524727761745,86.36363636363636
1,1,0.98269695,1.0569524727761745,86.36363636363636
1,1,0.98750687,1.0569524727761745,86.36363636363636
1,1,0.9863579,1.0569524727761745,86.36363636363636
1,1,0.9413229,1.0569524727761745,86.36363636363636
1,1,0.95948744,1.0569524727761745,86.36363636363636
