filename,tag,output,loss,threshold,accuracy(%)
1111-867201051425649-20220408101523-13020100.wav,1,1,0.8145588,0.7111598433926701,93.93939393939394
1111-867201051425649-20220412101518-13020100.wav,1,1,0.8160576,0.7111598433926701,93.93939393939394
1111-867201051528855-20220328093625-11020150.wav,1,1,0.75995415,0.7111598433926701,93.93939393939394
1111-867201051528855-20220406093655-11020150.wav,1,1,0.7697405,0.7111598433926701,93.93939393939394
1111-867201051534721-20220404100025-12020150.wav,1,1,0.78353965,0.7111598433926701,93.93939393939394
1111-867201051534721-20220406100026-12020150.wav,1,1,0.78279656,0.7111598433926701,93.93939393939394
1111-867201051534762-20220326093318-14020100.wav,1,3,0.62159175,0.7111598433926701,93.93939393939394
1111-867201051534762-20220331093322-13020100.wav,1,1,0.7782794,0.7111598433926701,93.93939393939394
1111-867201051534762-20220403093324-13020100.wav,1,1,0.7687294,0.7111598433926701,93.93939393939394
1111-867201051534887-20220324092754-12020150.wav,1,1,0.7611802,0.7111598433926701,93.93939393939394
1111-867201051534887-20220413092736-13020150.wav,1,1,0.76741624,0.7111598433926701,93.93939393939394
1111-867201051534929-20220401093021-13020100.wav,1,1,0.7155313,0.7111598433926701,93.93939393939394
1111-867201051534952-20220330102122-13020100.wav,1,1,0.7790863,0.7111598433926701,93.93939393939394
1111-867201051534952-20220401102122-13020100.wav,1,1,0.77057755,0.7111598433926701,93.93939393939394
1111-867201051534978-20220324094522-12020150.wav,1,1,0.75385165,0.7111598433926701,93.93939393939394
1111-867201051534994-20220330100241-12020150.wav,1,1,0.7680947,0.7111598433926701,93.93939393939394
1111-867201051534994-20220414094222-12020150.wav,1,1,0.7695155,0.7111598433926701,93.93939393939394
1111-867201051535157-20220325092459-13010600.wav,1,1,0.74484867,0.7111598433926701,93.93939393939394
1111-867201051535199-20220330100402-12020150.wav,1,1,0.7705264,0.7111598433926701,93.93939393939394
1111-867201051535199-20220409100322-12020150.wav,1,1,0.78267497,0.7111598433926701,93.93939393939394
1111-867201051535330-20220326095400-13020600.wav,1,3,0.6844053,0.7111598433926701,93.93939393939394
1111-867201051535330-20220412095159-12020600.wav,1,1,0.76349545,0.7111598433926701,93.93939393939394
1111-867201051535686-20220412101831-13020100.wav,1,1,0.7783186,0.7111598433926701,93.93939393939394
1111-867201051535926-20220324091858-13020150.wav,1,1,0.7828557,0.7111598433926701,93.93939393939394
1111-867201051535959-20220326103627-13020100.wav,1,1,0.7177572,0.7111598433926701,93.93939393939394
1111-867201051535959-20220328103628-13020100.wav,1,1,0.76911145,0.7111598433926701,93.93939393939394
1111-867201051535959-20220406103619-13020100.wav,1,1,0.784727,0.7111598433926701,93.93939393939394
1111-867201051535959-20220410103621-13020100.wav,1,1,0.77909046,0.7111598433926701,93.93939393939394
1111-867201051535959-20220412105749-13020100.wav,1,1,0.78382343,0.7111598433926701,93.93939393939394
